ontology_curie,biosample_name,biosample_type,gtex_tissue
UBERON:0008971,left colon,tissue,
UBERON:8300002,left forelimb,tissue,
UBERON:8300004,left hindlimb,tissue,
UBERON:0004538,left kidney,tissue,
UBERON:0004538,left kidney,tissue,
UBERON:0001115,left lobe of liver,tissue,
UBERON:0001115,left lobe of liver,tissue,
UBERON:0002168,left lung,tissue,
UBERON:0002168,left lung,tissue,
UBERON:0002119,left ovary,primary_cell,
UBERON:0018117,left renal cortex interstitium,tissue,
UBERON:0018117,left renal cortex interstitium,tissue,
UBERON:0018115,left renal pelvis,tissue,
UBERON:0018115,left renal pelvis,tissue,
UBERON:0006566,left ventricle myocardium,tissue,Heart_Left_Ventricle
NTR:0000493,left ventricle myocardium inferior,tissue,
NTR:0000493,left ventricle myocardium inferior,tissue,
NTR:0000494,left ventricle myocardium superior,tissue,
NTR:0000494,left ventricle myocardium superior,tissue,
CL:0002224,lens epithelial cell,primary_cell,
CL:0000708,leptomeningeal cell,primary_cell,
CL:0002567,light melanocyte,primary_cell,
UBERON:0002107,liver,tissue,
UBERON:0002107,liver,tissue,
UBERON:0002148,locus ceruleus,tissue,
UBERON:0004264,lower leg skin,tissue,
UBERON:0004264,lower leg skin,tissue,
UBERON:0004264,lower leg skin,tissue,Skin_Sun_Exposed_Lower_leg
UBERON:0008953,lower lobe of left lung,tissue,
UBERON:0008953,lower lobe of left lung,tissue,
UBERON:0002171,lower lobe of right lung,tissue,
UBERON:0002171,lower lobe of right lung,tissue,
CL:0002326,luminal epithelial cell of mammary gland,primary_cell,
CL:0002326,luminal epithelial cell of mammary gland,primary_cell,
UBERON:0002048,lung,tissue,
UBERON:0002048,lung,tissue,
CL:0002553,lung fibroblast,primary_cell,
CL:2000016,lung microvascular endothelial cell,primary_cell,
CL:2000016,lung microvascular endothelial cell,primary_cell,
UBERON:0000029,lymph node,tissue,
EFO:0000572,lymphoblast,tissue,Cells_EBV-transformed_lymphocytes
CL:0000235,macrophage,primary_cell,
CL:0002327,mammary epithelial cell,primary_cell,
CL:0002327,mammary epithelial cell,primary_cell,
CL:0002327,mammary gland epithelial cell,primary_cell,
CL:2000071,mammary microvascular endothelial cell,primary_cell,
CL:0002451,mammary stem cell,primary_cell,
CL:0000097,mast cell,primary_cell,
UBERON:0001602,medial rectus extraocular muscle,tissue,
UBERON:0001896,medulla oblongata,tissue,
CL:1000458,melanocyte of skin,primary_cell,
CL:0000787,memory B cell,primary_cell,
UBERON:0002360,meninx,tissue,
CL:0000650,mesangial cell,primary_cell,
CL:0000650,mesangial cell,primary_cell,
CL:0000134,mesenchymal cell,primary_cell,
CL:0000134,mesenchymal stem cell,in_vitro_differentiated_cells,
CL:0000134,mesenchymal stem cell,in_vitro_differentiated_cells,
CL:0000134,mesenchymal stem cell,primary_cell,
CL:0002568,mesenchymal stem cell of Wharton's jelly,primary_cell,
CL:0002568,mesenchymal stem cell of Wharton's jelly,primary_cell,
CL:0002570,mesenchymal stem cell of adipose,primary_cell,
CL:0002570,mesenchymal stem cell of adipose,primary_cell,
CL:0002540,mesenchymal stem cell of the bone marrow,primary_cell,
CL:0002540,mesenchymal stem cell of the bone marrow,primary_cell,
CL:0002569,mesenchymal stem cell of umbilical cord,primary_cell,
NTR:0000856,mesendoderm,in_vitro_differentiated_cells,
NTR:0000856,mesendoderm,in_vitro_differentiated_cells,
UBERON:0015143,mesenteric fat pad,tissue,
UBERON:0015143,mesenteric fat pad,tissue,
CL:0000222,mesodermal cell,in_vitro_differentiated_cells,
CL:0000222,mesodermal cell,in_vitro_differentiated_cells,
CL:0000077,mesothelial cell,primary_cell,
CL:0011019,mesothelial cell of epicardium,in_vitro_differentiated_cells,
CL:0011019,mesothelial cell of epicardium,in_vitro_differentiated_cells,
UBERON:0000081,metanephros,tissue,
UBERON:0002702,middle frontal gyrus,tissue,
UBERON:0002771,middle temporal gyrus,tissue,
UBERON:0002135,mitral valve,tissue,
UBERON:1000010,mole,tissue,
CL:0000576,monocyte,primary_cell,
CL:0000842,mononuclear cell,primary_cell,
CL:0000842,mononuclear cell,primary_cell,
CL:0000100,motor neuron,in_vitro_differentiated_cells,
CL:0000100,motor neuron,in_vitro_differentiated_cells,
UBERON:0003729,mouth mucosa,primary_cell,
UBERON:0004992,mucosa of descending colon,tissue,
UBERON:0004992,mucosa of descending colon,tissue,
UBERON:0005033,mucosa of gallbladder,tissue,
UBERON:0005033,mucosa of gallbladder,tissue,
UBERON:0003346,mucosa of rectum,tissue,
UBERON:0001199,mucosa of stomach,tissue,
UBERON:0001259,mucosa of urinary bladder,tissue,
UBERON:0012489,muscle layer of colon,tissue,
UBERON:0012488,muscle layer of duodenum,tissue,
UBERON:0001499,muscle of arm,tissue,
UBERON:0001499,muscle of arm,tissue,
UBERON:0002324,muscle of back,tissue,
UBERON:0002324,muscle of back,tissue,
UBERON:0001383,muscle of leg,tissue,
UBERON:0001383,muscle of leg,tissue,
UBERON:0001774,muscle of trunk,tissue,
UBERON:0001774,muscle of trunk,tissue,
CL:0002193,myelocyte,primary_cell,
CL:0000187,myocyte,in_vitro_differentiated_cells,
CL:0000187,myocyte,in_vitro_differentiated_cells,
CL:0002324,myoepithelial cell of mammary gland,primary_cell,
CL:0002324,myoepithelial cell of mammary gland,primary_cell,
CL:0002366,myometrial cell,primary_cell,
CL:0002372,myotube,in_vitro_differentiated_cells,
CL:0002372,myotube,in_vitro_differentiated_cells,
CL:0002372,myotube,primary_cell,
UBERON:0008198,nail plate,tissue,
CL:0000788,naive B cell,primary_cell,
CL:0000788,naive B cell,primary_cell,
CL:0002677,naive regulatory T cell,primary_cell,
CL:0000895,"naive thymus-derived CD4-positive, alpha-beta T cell",primary_cell,
CL:0000895,"naive thymus-derived CD4-positive, alpha-beta T cell",primary_cell,
CL:0000900,"naive thymus-derived CD8-positive, alpha-beta T cell",primary_cell,
CL:0000900,"naive thymus-derived CD8-positive, alpha-beta T cell",primary_cell,
CL:2000094,nasal cavity respiratory epithelium epithelial cell of viscerocranial mucosa,primary_cell,
CL:0000623,natural killer cell,primary_cell,
CL:0000623,natural killer cell,primary_cell,
UBERON:0001285,nephron,organoid,
NTR:0000512,nephron progenitor cell,in_vitro_differentiated_cells,
CL:1000494,nephron tubule epithelial cell,primary_cell,
CL:0002319,neural cell,in_vitro_differentiated_cells,
CL:0002319,neural cell,in_vitro_differentiated_cells,
CL:0011012,neural crest cell,in_vitro_differentiated_cells,
CL:0011012,neural crest cell,in_vitro_differentiated_cells,
CL:0011020,neural progenitor cell,in_vitro_differentiated_cells,
CL:0011020,neural progenitor cell,in_vitro_differentiated_cells,
CL:0000540,neuron,primary_cell,
CL:0000540,neuron,in_vitro_differentiated_cells,
CL:0000047,neuronal stem cell,in_vitro_differentiated_cells,
CL:0000047,neuronal stem cell,primary_cell,
CL:0000047,neuronal stem cell,in_vitro_differentiated_cells,
NTR:0000427,neurosphere,primary_cell,
NTR:0000427,neurosphere,primary_cell,
CL:0000775,neutrophil,primary_cell,
CL:0002304,non-pigmented ciliary epithelial cell,primary_cell,
UBERON:0001882,nucleus accumbens,tissue,Brain_Nucleus_accumbens_basal_ganglia
UBERON:0001882,nucleus accumbens,tissue,
CL:0002564,nucleus pulposus cell of intervertebral disc,primary_cell,
UBERON:0002021,occipital lobe,tissue,
UBERON:0002021,occipital lobe,tissue,
UBERON:0002902,occipital pole,tissue,
CL:0002167,olfactory epithelial cell,primary_cell,
UBERON:0003112,olfactory region,tissue,
CL:0002453,oligodendrocyte precursor cell,primary_cell,
UBERON:0010414,omental fat pad,tissue,Adipose_Visceral_Omentum
UBERON:0010414,omental fat pad,tissue,
UBERON:0010414,omental fat pad,tissue,
CL:0002579,omentum preadipocyte,primary_cell,
CL:0000062,osteoblast,primary_cell,
CL:0000062,osteoblast,primary_cell,
CL:0000137,osteocyte,in_vitro_differentiated_cells,
CL:0000137,osteocyte,in_vitro_differentiated_cells,
UBERON:0001293,outer medulla of kidney,tissue,Kidney_Medulla
CL:0002561,outer root sheath cell,primary_cell,
UBERON:0000992,ovary,tissue,Ovary
UBERON:0000992,ovary,tissue,
UBERON:0000992,ovary,tissue,
UBERON:0001264,pancreas,tissue,
UBERON:0001264,pancreas,tissue,
UBERON:0007190,paracentral gyrus,tissue,
NTR:0001226,parathyroid adenoma,tissue,
UBERON:0001872,parietal lobe,tissue,
UBERON:0001872,parietal lobe,tissue,
UBERON:0001831,parotid gland,tissue,
UBERON:0000989,penis,tissue,
CL:2000068,pericardium fibroblast,primary_cell,
CL:0002576,perineural cell,primary_cell,
CL:2000001,peripheral blood mononuclear cell,primary_cell,
CL:2000001,peripheral blood mononuclear cell,primary_cell,
CL:0002616,perirenal adipocyte cell,primary_cell,
CL:0002581,perirenal preadipocyte,primary_cell,
UBERON:0001905,pineal body,tissue,
UBERON:0000007,pituitary gland,tissue,Pituitary
UBERON:0000007,pituitary gland,tissue,
UBERON:0001987,placenta,tissue,
UBERON:0001987,placenta,tissue,
NTR:0003013,placental basal plate,tissue,
NTR:0003013,placental basal plate,tissue,
CL:0002577,placental epithelial cell,primary_cell,
CL:0002577,placental epithelial cell,primary_cell,
CL:2000078,placental pericyte,primary_cell,
CL:0000784,plasmacytoid dendritic cell,primary_cell,
CL:0000322,pneumocyte,primary_cell,
UBERON:0000988,pons,tissue,
UBERON:0002581,postcentral gyrus,tissue,
UBERON:0002740,posterior cingulate gyrus,tissue,
UBERON:0001072,posterior vena cava,tissue,
UBERON:0001072,posterior vena cava,tissue,
CL:0002580,preadipocyte of the breast,primary_cell,
CL:0002351,progenitor cell of endocrine pancreas,in_vitro_differentiated_cells,
CL:0002351,progenitor cell of endocrine pancreas,in_vitro_differentiated_cells,
UBERON:0002367,prostate gland,tissue,
UBERON:0002367,prostate gland,tissue,Prostate
UBERON:0002367,prostate gland,tissue,
CL:0002622,prostate stromal cell,primary_cell,
UBERON:0008450,psoas muscle,tissue,
UBERON:0008450,psoas muscle,tissue,
CL:1001568,pulmonary artery endothelial cell,primary_cell,
CL:1001568,pulmonary artery endothelial cell,primary_cell,
UBERON:0002146,pulmonary valve,tissue,
UBERON:0001874,putamen,tissue,Brain_Putamen_basal_ganglia
UBERON:0001874,putamen,tissue,
UBERON:0018112,rectal smooth muscle tissue,tissue,
UBERON:0001052,rectum,tissue,
CL:0002098,regular cardiac myocyte,primary_cell,
UBERON:0005270,renal cortex interstitium,tissue,
UBERON:0005270,renal cortex interstitium,tissue,
CL:0002584,renal cortical epithelial cell,primary_cell,
CL:0002584,renal cortical epithelial cell,primary_cell,
UBERON:0001224,renal pelvis,tissue,
UBERON:0001224,renal pelvis,tissue,
CL:0002368,respiratory epithelial cell,primary_cell,
UBERON:0004225,respiratory system smooth muscle,primary_cell,
CL:0000558,reticulocyte,primary_cell,
UBERON:0000966,retina,tissue,
CL:0002586,retinal pigment epithelial cell,primary_cell,
UBERON:0006631,right atrium auricular region,tissue,
UBERON:0006631,right atrium auricular region,tissue,Heart_Atrial_Appendage
UBERON:0006631,right atrium auricular region,tissue,
UBERON:0002078,right cardiac atrium,tissue,
UBERON:0002078,right cardiac atrium,tissue,
UBERON:8300001,right forelimb,tissue,
UBERON:8300003,right hindlimb,tissue,
UBERON:0004539,right kidney,tissue,
UBERON:0001114,right lobe of liver,tissue,
UBERON:0001114,right lobe of liver,tissue,
UBERON:0001114,right lobe of liver,tissue,Liver
UBERON:0002167,right lung,tissue,
UBERON:0002167,right lung,tissue,
UBERON:0002118,right ovary,primary_cell,
UBERON:0018118,right renal cortex interstitium,tissue,
UBERON:0018118,right renal cortex interstitium,tissue,
UBERON:0018116,right renal pelvis,tissue,
UBERON:0018116,right renal pelvis,tissue,
UBERON:0001044,saliva-secreting gland,tissue,
UBERON:0001322,sciatic nerve,tissue,
UBERON:0001322,sciatic nerve,tissue,
UBERON:0000998,seminal vesicle,tissue,
UBERON:0001159,sigmoid colon,tissue,
UBERON:0001159,sigmoid colon,tissue,Colon_Sigmoid
UBERON:0001159,sigmoid colon,tissue,
CL:0000188,skeletal muscle cell,primary_cell,
CL:0000515,skeletal muscle myoblast,primary_cell,
CL:0000515,skeletal muscle myoblast,primary_cell,
CL:0000594,skeletal muscle satellite cell,primary_cell,
CL:0000594,skeletal muscle satellite cell,primary_cell,
UBERON:0001134,skeletal muscle tissue,tissue,
UBERON:0001134,skeletal muscle tissue,tissue,
UBERON:0001003,skin epidermis,tissue,
CL:0002620,skin fibroblast,cell_line,
CL:0002620,skin fibroblast,primary_cell,
UBERON:0002097,skin of body,tissue,
UBERON:0013777,skin of palm of manus,tissue,
UBERON:0002108,small intestine,tissue,
UBERON:0002108,small intestine,tissue,
CL:0000192,smooth muscle cell,in_vitro_differentiated_cells,
CL:0000192,smooth muscle cell,in_vitro_differentiated_cells,
CL:0002597,smooth muscle cell of bladder,primary_cell,
CL:0002597,smooth muscle cell of bladder,primary_cell,
CL:1000280,smooth muscle cell of colon,primary_cell,
CL:1000487,smooth muscle cell of prostate,primary_cell,
CL:0002589,smooth muscle cell of the brachiocephalic vasculature,primary_cell,
CL:0002590,smooth muscle cell of the brain vasculature,primary_cell,
CL:0002596,smooth muscle cell of the carotid artery,primary_cell,
CL:0002592,smooth muscle cell of the coronary artery,primary_cell,
CL:0002592,smooth muscle cell of the coronary artery,primary_cell,
CL:0002599,smooth muscle cell of the esophagus,primary_cell,
CL:0002593,smooth muscle cell of the internal thoracic artery,primary_cell,
CL:0002591,smooth muscle cell of the pulmonary artery,primary_cell,
CL:0002591,smooth muscle cell of the pulmonary artery,primary_cell,
CL:0002595,smooth muscle cell of the subclavian artery,primary_cell,
CL:0002594,smooth muscle cell of the umbilical artery,primary_cell,
CL:0002594,smooth muscle cell of the umbilical artery,primary_cell,
CL:0002588,smooth muscle cell of the umbilical vein,primary_cell,
CL:0002600,smooth muscle cell of trachea,primary_cell,
CL:0002600,smooth muscle cell of trachea,primary_cell,
UBERON:0001135,smooth muscle tissue,tissue,
UBERON:0001389,soleus muscle,tissue,
UBERON:0002240,spinal cord,tissue,
UBERON:0002240,spinal cord,tissue,
UBERON:0002106,spleen,tissue,
UBERON:0002106,spleen,tissue,
UBERON:0002106,spleen,tissue,Spleen
CL:1000428,stem cell of epidermis,primary_cell,
UBERON:0000945,stomach,tissue,
UBERON:0000945,stomach,tissue,
UBERON:0000945,stomach,tissue,Stomach
UBERON:0004222,stomach smooth muscle,tissue,
CL:0010001,stromal cell of bone marrow,primary_cell,
CL:0002574,stromal cell of pancreas,primary_cell,
UBERON:0014455,subcutaneous abdominal adipose tissue,tissue,
UBERON:0002190,subcutaneous adipose tissue,tissue,
UBERON:0002190,subcutaneous adipose tissue,tissue,
UBERON:0002190,subcutaneous adipose tissue,tissue,Adipose_Subcutaneous
CL:0002521,subcutaneous fat cell,primary_cell,
CL:0002583,subcutaneous preadipocyte,primary_cell,
CL:0002583,subcutaneous preadipocyte,primary_cell,
UBERON:0001736,submandibular gland,tissue,
UBERON:0002038,substantia nigra,tissue,Brain_Substantia_nigra
UBERON:0002038,substantia nigra,tissue,
UBERON:0006323,superior rectus extraocular muscle,tissue,
CL:0000862,suppressor macrophage,primary_cell,
UBERON:0036149,suprapubic skin,tissue,Skin_Not_Sun_Exposed_Suprapubic
UBERON:0036149,suprapubic skin,tissue,
UBERON:0036149,suprapubic skin,tissue,
CL:0000214,synovial cell,primary_cell,
UBERON:0001871,temporal lobe,tissue,
UBERON:0001871,temporal lobe,tissue,
CL:0000388,tendon cell,primary_cell,
UBERON:0000473,testis,tissue,
UBERON:0000473,testis,tissue,Testis
UBERON:0000473,testis,tissue,
UBERON:0001515,thoracic aorta,tissue,
UBERON:0001515,thoracic aorta,tissue,
CL:0002545,thoracic aorta endothelial cell,primary_cell,
CL:0002545,thoracic aorta endothelial cell,primary_cell,
UBERON:0000341,throat,tissue,
UBERON:0002370,thymus,tissue,
UBERON:0002370,thymus,tissue,
UBERON:0002046,thyroid gland,tissue,
UBERON:0002046,thyroid gland,tissue,Thyroid
UBERON:0002046,thyroid gland,tissue,
UBERON:0007610,tibial artery,tissue,
UBERON:0007610,tibial artery,tissue,Artery_Tibial
UBERON:0001323,tibial nerve,tissue,Nerve_Tibial
UBERON:0001323,tibial nerve,tissue,
UBERON:0001323,tibial nerve,tissue,
UBERON:0001723,tongue,tissue,
UBERON:0001723,tongue,tissue,
UBERON:0002372,tonsil,tissue,
CL:0002367,trabecular meshwork cell,primary_cell,
UBERON:0003126,trachea,tissue,
CL:0000307,tracheal epithelial cell,primary_cell,
CL:0000307,tracheal epithelial cell,primary_cell,
UBERON:0001157,transverse colon,tissue,
UBERON:0001157,transverse colon,tissue,
UBERON:0001157,transverse colon,tissue,Colon_Transverse
UBERON:0002134,tricuspid valve,tissue,
UBERON:0000088,trophoblast,tissue,
UBERON:0000088,trophoblast,tissue,
CL:0000351,trophoblast cell,in_vitro_differentiated_cells,
CL:0000351,trophoblast cell,in_vitro_differentiated_cells,
CL:0000351,trophoblast cell,primary_cell,
CL:0000169,type B pancreatic cell,in_vitro_differentiated_cells,
CL:0000169,type B pancreatic cell,in_vitro_differentiated_cells,
UBERON:0002331,umbilical cord,tissue,
UBERON:0002331,umbilical cord,tissue,
UBERON:0012168,umbilical cord blood,primary_cell,
UBERON:0008952,upper lobe of left lung,tissue,Lung
UBERON:0008952,upper lobe of left lung,tissue,
UBERON:0008952,upper lobe of left lung,tissue,
UBERON:0002170,upper lobe of right lung,tissue,
UBERON:0002170,upper lobe of right lung,tissue,
UBERON:0000056,ureter,tissue,
UBERON:0000056,ureter,tissue,
UBERON:0000057,urethra,tissue,
UBERON:0001255,urinary bladder,tissue,
UBERON:0001255,urinary bladder,tissue,
UBERON:0001255,urinary bladder,tissue,Bladder
CL:0000731,urothelial cell,primary_cell,
EFO:0005913,urothelium cell line,cell_line,
UBERON:0000002,uterine cervix,tissue,
CL:0002601,uterine smooth muscle cell,primary_cell,
CL:0002601,uterine smooth muscle cell,primary_cell,
UBERON:0000995,uterus,tissue,Uterus
UBERON:0000995,uterus,tissue,
UBERON:0000995,uterus,tissue,
UBERON:0000996,vagina,tissue,
UBERON:0000996,vagina,tissue,Vagina
UBERON:0000996,vagina,tissue,
UBERON:0001000,vas deferens,tissue,
UBERON:0001638,vein,tissue,
CL:0002543,vein endothelial cell,primary_cell,
CL:0002543,vein endothelial cell,primary_cell,
UBERON:0013756,venous blood,tissue,Whole_Blood
UBERON:0001154,vermiform appendix,tissue,
CL:0002572,vertebral mesenchymal stem cell,primary_cell,
CL:0002582,visceral preadipocyte,primary_cell,
UBERON:0001797,vitreous humor,tissue,
UBERON:0000014,zone of skin,tissue,
,,,
